,A,B,label
1801,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","For Lipschitznessof z(cid:63)(θ), we ﬁrst argue that z(cid:63)(θ) is continuous in θ",0
1802,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1803,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","Fix z0 ∈ Z and focus on the (cid:96)2-norm case where c(z, z0) satisﬁesAssumption A with (cid:107)·(cid:107)2",0
1804,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1805,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","The original label is 8, whereas on the adversarial examplesIFGM predicts 2, PGM predicts 0, and the other models predict 3",0
1806,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",Training data are shown in blue and red,0
1807,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","Then using thepreceding display, we have",0
1808,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1809,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","In Security and Privacy (SP), 2016 IEEE Symposiumon, pp",0
1810,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient",i:vi>β(vi − β) − αλβ =: h(β) is decreasing,0
1811,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","We consider an adversary that can only perturb the feature vector X (Goodfellow et al.,2015), which can be easily represented in our robust formulation (2) by deﬁning the cost functionc : Z × Z → R+ ∪ {∞} as follows: for z = (x, y) and z(cid:48) = (x(cid:48), y(cid:48)), recall the covariate shift costfunction (8)where cx : X × X → R+ is the transportation cost for the feature vector X",0
1812,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1813,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","ERM and FGM suffer from sensitivities to various regions of the data,as evidenced by the lack of symmetry in their classiﬁcation boundaries",0
1814,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient",M,0
1815,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1816,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient",Dziugaite and D,0
1817,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","For large γ, we can again solve problem (22) efﬁciently using gradient descent",0
1818,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1819,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient",Our optimization result (Theorem 2) appliesonly for small values of robustness ρ and to a limited class of Wasserstein costs,0
1820,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient",We illustrate test misclassiﬁcation error vs.theadversarial perturbation level adv,0
1821,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1822,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1823,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition, pp",0
1824,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","In the following, we use polynomial time to mean polynomial growth with respect to m,the dimension of the inputs z.An optimization problem is NPO (NP-Optimization) if (i) the dimensionality of the solution growspolynomially, (ii) the language {u ∈ U} can be recognized in polynomial time (i.e",0
1825,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","We be-gin with assumptions we require, which roughly quantify the amount of robustness we can provide.Assumption A",0
1826,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1827,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","For our ﬁnal experiments, we consider distributional robustness in the context of Q-learning, amodel-free reinforcement learning technique",0
1828,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1829,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1830,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient",allowing us to prevent attacks on the test set,0
1831,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1832,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","In classiﬁcation settings, we have Y ∈{1, ",0
1833,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","To make this rigorous, ﬁx γ > 0, and consider the worst-case perturbation, typicallycalled the transportation map or Monge map (Villani, 2009),0
where b1, b2 are numerical constants.
We are now ready to state the main result of this section",0
1834,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","such that argmaxa Q(s, a) is (eventually) the optimal action in state s to maximize cumulative re-ward",0
1835,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1836,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1837,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1838,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","The decision reformulation for an NPO problem isin NP, as a certiﬁcate for the decision problem can be veriﬁed in polynomial time",0
1839,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1840,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",theadversarial perturbation level adv for the PGM attack with respect to Euclidean and ∞ norms re-spectively,0
1841,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","For some convex, lower semi-continuous function g : Rm → R, letgenerality that zt+ 1g∗(s) = sups{s(cid:62)t − g(t)} be the Fenchel conjuagte of g",0
1842,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1843,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","From Lemma 5, our previous results (Theorems 2 and 4) follow",0
1844,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",adv for (cid:107) · (cid:107)2-IFGM attack(f) Test error vs,0
1845,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1846,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1847,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1848,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1849,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient",14.27 and Prop,0
1850,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","Let the transportation costc : Z × Z → [0,∞) be nonnegative, lower semi-continuous, and satisfy c(z, z) = 0",0
1851,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","Because 2-normadversaries tend to focus budgets on a subset of features, the resulting ∞-norm perturbations arerelatively large",0
1852,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1853,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1854,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","By usinga variant of the envelope (or Danskin’s) theorem, we ﬁrst show directional differentiability of ¯f.Recall that we say f is inf-compact if for all θ0 ∈ Θ, there exists α > 0 and a compact set C ⊂ Θsuch that",0
1855,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1856,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","If Assumptions C and D hold,then with probability at least 1 − e−t,term only gets accounted for by at most a few coordinates.
To remedy this issue, we consider a proximal algorithm for solving the problem (31) (see, for ex-
ample, Parikh & Boyd (2013) for an comprehensive review of proximal algorithms)",0
1857,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","With that said, the strong dualityresult, Proposition 1, still applies to any distribution",0
1858,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","The decision problem Turing-reducesto the optimization problem, as the decision problem can be solved with one call to O",0
1859,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1860,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1861,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1862,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","Let gθ(θ, x) = ∇θf (θ, x) and gx(θ, x) = ∇xf (θ, x),and assume gθ and gx satisfy the Lipschitz conditions of Assumption B",0
1863,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient",The choice of P inﬂuences robustness guarantees and computability; we develop robustness setsP with computationally efﬁcient relaxations that apply even when the loss (cid:96) is non-convex,0
1864,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1865,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient",Results are shown in Figure 13 for a smalltraining adversary and Figure 14 for a large training adversary,0
1866,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient",0
1867,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","WRM matches or outperforms other heuristics against imperceptible at-tacks, while it underperforms for attacks with large adversarial budgets.",0
1868,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","In Figure 7, we repeat the illustration in Figure 4(b) for more digits",0
1869,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",See Section E.1 for the proof of the proposition,0
1870,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",We hypothesize that a potential side-effect of robustness is that adversarial perturbations encourage better exploration of the environment.,0
1871,"This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)","For smooth losses,our procedure provably achieves moderate levels of robustness with little compu-tational or statistical cost relative to empirical risk minimization",0
1872,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1873,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1874,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1875,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1876,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","This motivates Algorithm 1, a stochastic-gradient approach for the penalty problem (7)",1
1877,"The beneﬁtsof Lagrangian relaxation become clear here: for (cid:96)(θ; z) smooth in z and γ large enough, gradient","2 PROPOSED APPROACHOur approach is based on the following simple insight: assume that the function z (cid:55)→ (cid:96)(θ; z) issmooth, meaning there is some L for which ∇z(cid:96)(θ;·) is L-Lipschitz",0
